Date,Original Content,Translation
4/16/2019,모나미백은 아밤을 사랑하는 주변 친구들의 의견에서 시작했는데요 스마트폰과 메이크업 파우치 보조 배터리와 갖가지 소품을 넣을 수 있으면서 형태가 흐트러지지 않고 경쾌한 무드와 세련됨을 갖춘 백이 있었으면 좋겠다는 요청이었어요. 실제로 들었을 때 고급스러워야 하고요. 그래서 몇 차례 스케치를 거친 다음 최종적으로 쉐이프는 둥글게 캔버스와 레더를 믹스해서 모나미백이 탄생했어요. 흔히 볼 수 없는 디자인임에도 마치 원래 옷장에 있었던 것처럼 친근하게 데일리룩에 스며들 뉴 백을 원하신다면 모나미백이 제격입니다.,mon ami bag began with the opinions of friends who loved Avam who wanted to have a bag with a smartphone make-up pouch auxiliary battery and various props that were not disorganized cheerful moods and refined. You have to be luxurious when you hear it in real So after a few sketches the shape was rounded and the canvas and leather were mixed to create the mon ami bag. If you want a new bag to penetrate the Daily Look even though it's a rare design it will be as natural as if it were in the closet mon ami bag is perfect.
4/16/2019,"모나미백(Mon Ami Bag)
아밤 2019 S/S 시즌의 새로운 백 모나미백(Mon ami Bag)입니다. 흔히 만날 수 없는 유니크한 디자인 모던함 가운데 경쾌한 무드까지 놓치지 않은 백이죠. 셔츠 드레스와 매치해도 좋고 의외로 캐주얼한 트레닝룩에도 잘 어울릴 거예요. 레더 스트랩을 제공해서 토트백과 숄더백으로 모두 사용할 수 있는 모나미백. 스타일링을 마치고 어떤 백을 선택해야 할지 고민 될 때 친한 친구처럼 자주 손이 가는 백이 되길 바래요.",Mon ami Bag the new back of the Avam 2019 S/S season. Unique design modernity and cheerful mood. You can match your shirt dress and it will match your casual running look. Monamie bag which provides a ladder strap for use with both a tote bag and a shoulder bag. When you're thinking about which bag to choose after styling I hope you'll be like a close friend.
4/13/2019,시크한 멋을 자랑하는 칠리케이님 멋스러운 트렌치코트와 블랙 #캐롤린백 의 매치 지금 계절과 잘 어울리는 룩이죠,Crispy chic gorgeous trench coat and black # Carolyn bag match look that goes well with the season
4/13/2019,"캐롤린백 모나미백 등 다양한 미니백에 추가 옵션으로 구매하여 연출 할 수 있는 골드 체인 스트랩이예요 〰️
고급스럽고 우아한 분위기를 연출할 수 있는 악세사리 아이템입니다 ","It's a gold chain strap that you can buy and direct as an additional option for a variety of mini-bags including carolyn bag mon ami bag etc.
This accessory item provides a luxurious and elegant atmosphere."
4/5/2019,"아밤 2019 S/S 시즌을 위한 첫 번째 백 캐롤린(Caloryn)입니다. 힘있는 직선으로 이루어진 셰이프와 견고하게 잘 만들어진 핸들 클래식한 엘리게이터 패턴 레더가 특징인 백으로 들면 들수록 제품의 퀄리티에 만족할 수 있을 것이라 자신합니다. 블랙 버건디 화이트 머스타드 모두 네 가지 컬러로 출시하며 가죽 스트랩과 더블 스트랩 2가지를 기본으로 제공해 활용도를 높였습니다. 트렌드보다 온전한 자신만의 스타일을 완성하고 싶은 이들에게 추천하고 싶은 아밤의 백입니다.
",Carolyn the first bag for the 2019 S/S season at night. With a powerful straight shape a well-made handle and a classic grille patterned ladder I'm confident that the more I lift it the more I'll be satisfied with the quality of the product. Black Burgundy White and Mustard all come in four colors with two standard leather straps and double straps for increased utilization. This is Abam's bag that I would like to recommend to those who want to complete their own style that is more complete
4/5/2019,"Carolyn bag 캐롤린백
새로운 계절 아밤의 새로운 백이 찾아옵니다. 가장 먼저 소개하고 싶은 아이템은 클래식하고 우아한 무드의 캐롤린 백(Carolyn Bag)입니다. 아밤이 지금까지 추구한 무드의 연장선상에 있으면서 동시에 한층 성숙한 캐릭터의 백이랍니다.
-
CONCEPT
많은 브랜드에서 계절이 바뀔 때마다 앞다투어 신제품을 출시합니다. 아밤도 마찬가지고요. 한창 신제품 라인업 정리를 마무리하던 중 이클립스 백처럼 시간을 초월해 언제든지 들고 싶은 오랜만에 옷장에서 꺼내어 들어도 어색함이 없는 클래식한 백을 만들고 싶었습니다. 신제품이지만 단순한 ‘신상’의 의미를 넘어서길 원했어요. 그래서 엘리게이터 패턴이 돋보이는 레더를 사용한 캐롤린 백이 탄생했습니다. 컬러도 블랙 화이트 버건디 머스타드처럼 베이직하면서 세련됨을 잃지 않는 색으로 선택했어요. 아밤이 애정하는 건축적 셰이프 하드한 소재 활용도 높은 사이즈 등 쟈드백의 미학은 셀 수 없습니다. 들면 들수록 손에 익으면 익을수록 더 멋스럽게 변해가는 캐롤린 백의 아름다움을 공유할 수 있기를 바래요.
-
STYLING
아밤을 아껴주시는 고객분들이 첫 번째로 칭찬해주시는 부분이 바로 어떤 스타일링에도 잘 어울리는 백이라는 점인데요. 캐롤린 백은 엘리게이터 패턴이 낯선 분이라도 어렵지 않게 소화할 수 있을 것이라 자신합니다. 트렌치 코트 오버 사이즈 재킷 데님 원피스 등 어디에 매치해도 특유의 존재감을 잃지 않으면서 시선을 끄는 백이 될 거예요. 블랙 미니 백을 소장하고 있다면 버건디나 화이트 컬러의 캐롤린 백을 추천합니다. 화이트는 의외로 사계절 내내 쿨한 무드로 잘 어울리고요 버건디는 딥한 컬러 톤의 의상에 손쉽게 매치할 수 있어요. 머스터드 컬러 또한 어렵게 생각하지 마세요 생동감을 더하는 포인트가 될 수 있습니다.
매일 드는 백이어도 때때로 완전히 다른 백으로 느껴지는 가장 간편한 스타일링 노하우 스트랩에 변화를 주는 것인데요. 캐롤린 백 역시 기본적으로 두 개의 스트랩이 제공됩니다. 레더 스트랩과 더블 스트랩을 활용해 매일 새로운 백으로 스타일링에 폭넓게 활용해보세요. 또 플랫슈즈와 함께 프렌치 시크룩을 연출해보면 어떨까요? 친구와의 브런치 카페 투어 중요한 오피셜 미팅 등에도 함께 할 수 있습니다. 기존에 많은 사랑을 받았던 아밤 미뉘트 블라우스와 데님에 들어도 예쁠 것 같아요.
-
DETAIL
소재에 아낌없는 투자를 한다는 점 아밤을 몇 년 동안 지켜봐온 고객이라면 알아주실 것이라 믿습니다. 기본적으로 오픈백 디자인이지만 라운드 쉐이프의 핸들에 자석을 부착해 편하게 또 안심하고 사용할 수 있습니다. 여러 차례 직접 들어보고 다양한 의견을 반영해 견고하게 잘 만들어진 핸들은 쓸수록 만족하실 것이라 자신합니다. 들었을 때의 편안함을 위해 몇 번의 샘플링을 거친 만큼 토트백으로 사용해도 손에 착 붙는 듯한 사용감을 느끼실 거예요. 아밤 카드 월렛 스마트폰 립밤 핸드크림 등 최소한의 소지품만을 챙겨 가뿐하게 외출해보세요. 백 하나로 스타일링이 업그레이드 되는 경험 아밤 캐롤린 백으로 가능해집니다.","A new season a new bag of Avam is coming. The first item I'd like to introduce is the classic elegant-mood carolyn Bag.It is an extension of the mood that Avam has pursued so far and at the same time is a bag of a more mature character.
CONCEPT
Many brands are rushing to release new products every season. So is Avam. While I was finishing my new line-up I wanted to create a classic bag that I wanted to take out of my closet for the first time in a long time like Eclipse Bag. It's a new product but I wanted to go beyond the meaning of a simple ""new image."" So Carolyn Bag was born using a leather that had a pattern of alligator patterns. I chose colors like black white burgundy and mustard. We can't count the aesthetics of the Jard bag such as the architectural shape that Avam loves the hard materials and the high-utilization size. The more I lift it up the more I hope I can share the beauty of Carolyn Bag which becomes cooler as it ripens.
-
STYLING
The first thing you can say is that it's a perfect match for any styling. I am confident that even strangers to alligator pattern can easily use Carolyn bag. Trench coats oversized jackets denim one-piece dresses whatever they match will make you an eye-catching bag without losing your unique presence. If you have a black mini bag I recommend a burgundy or white Carolyn bag. White unexpectedly goes well with a cool mood throughout the four seasons and burgundy can easily match deep-colored outfits. Mustard color can also be a point of life don't think hard.
It's the simplest way to change your styling know-how which sometimes feels like a completely different bag even if it's a daily back language. Carolyn bags also come with two straps by default. Leverage redder straps and double straps to take advantage of them as new bags every day for styling. Why don't you do a French chic look with flat shoes? You can also attend brunch with friends cafe tours and important public meetings. I think it'll be nice to be in the same place as the previous favorite Avam Minute Blouse and Denim.
-
DETAIL
I'm sure any customer who's been watching Avam for years will know that Avam is investing heavily in materials. It's basically an open-back design but you can attach magnets to the handle of the round shape to make it easier and more comfortable to use. I'm sure you'll be satisfied with the rigidly well-made handle as you listen to it many times and reflect various opinions. Since you've sampled a few times for comfort when you listen to it you'll feel like you're sticking to your hand even with a backpack. Go out with your least belongings such as an Avam card wallet a smartphone lip balm and hand cream. Upgrading to a hundred styling experience Avam Carolyn bag."
4/2/2019,아밤 2019 S/S 시즌의 새로운 백 모나미백(Mon ami Bag)입니다. 흔히 만날 수 없는 유니크한 디자인 모던함 가운데 경쾌한 무드까지 놓치지 않은 백이죠. 셔츠 드레스와 매치해도 좋고 의외로 캐주얼한 트레닝룩에도 잘 어울릴 거예요. 레더 스트랩을 제공해서 토트백과 숄더백으로 모두 사용할 수 있는 모나미백. 스타일링을 마치고 어떤 백을 선택해야 할지 고민 될 때 친한 친구처럼 자주 손이 가는 백이 되길 바래요.,Mon ami Bag the new back of the Avam 2019 S/S season. Unique design modernity and cheerful mood. You can match your shirt dress and it will match your casual running look. Monamie bag which provides a ladder strap for use with both a tote bag and a shoulder bag. When you're thinking about which bag to choose after styling I hope you'll be like a close friend.
4/1/2019,"아밤 2019 S/S 시즌의 새로운 백 모나미백(Mon ami Bag)입니다. 흔히 만날 수 없는 유니크한 디자인 모던함 가운데 경쾌한 무드까지 놓치지 않은 백이죠. 셔츠 드레스와 매치해도 좋고 의외로 캐주얼한 트레닝룩에도 잘 어울릴 거예요. 레더 스트랩을 제공해서 토트백과 숄더백으로 모두 사용할 수 있는 모나미백. 스타일링을 마치고 어떤 백을 선택해야 할지 고민 될 때 친한 친구처럼 자주 손이 가는 백이 되길 바래요.
",Mon ami Bag the new back of the Avam 2019 S/S season. Unique design modernity and cheerful mood. You can match your shirt dress and it will match your casual running look. Monamie bag which provides a ladder strap for use with both a tote bag and a shoulder bag. When you're thinking about which bag to choose after styling I hope you'll be like a close friend.
4/1/2019,"아밤 2019 S/S 시즌을 위한 첫 번째 백 캐롤린(Caloryn)입니다. 힘있는 직선으로 이루어진 셰이프와 견고하게 잘 만들어진 핸들 클래식한 엘리게이터 패턴 레더가 특징인 백으로 들면 들수록 제품의 퀄리티에 만족할 수 있을 것이라 자신합니다. 블랙 버건디 화이트 머스타드 모두 네 가지 컬러로 출시하며 가죽 스트랩과 더블 스트랩 2가지를 기본으로 제공해 활용도를 높였습니다. 트렌드보다 온전한 자신만의 스타일을 완성하고 싶은 이들에게 추천하고 싶은 아밤의 백입니다.
",Carolyn the first bag for the 2019 S/S season at night. With a powerful straight shape a well-made handle and a classic grille patterned ladder I'm confident that the more I lift it the more I'll be satisfied with the quality of the product. Black Burgundy White and Mustard all come in four colors with two standard leather straps and double straps for increased utilization. This is Abam's bag that I would like to recommend to those who want to complete their own style that is more complete
4/1/2019,"아밤 2019 S/S 시즌을 위한 첫 번째 백 캐롤린(Caloryn)입니다. 힘있는 직선으로 이루어진 셰이프와 견고하게 잘 만들어진 핸들 클래식한 엘리게이터 패턴 레더가 특징인 백으로 들면 들수록 제품의 퀄리티에 만족할 수 있을 것이라 자신합니다. 블랙 버건디 화이트 머스타드 모두 네 가지 컬러로 출시하며 가죽 스트랩과 더블 스트랩 2가지를 기본으로 제공해 활용도를 높였습니다. 트렌드보다 온전한 자신만의 스타일을 완성하고 싶은 이들에게 추천하고 싶은 아밤의 백입니다.
",Carolyn the first bag for the 2019 S/S season at night. With a powerful straight shape a well-made handle and a classic grille patterned ladder I'm confident that the more I lift it the more I'll be satisfied with the quality of the product. Black Burgundy White and Mustard all come in four colors with two standard leather straps and double straps for increased utilization. This is Abam's bag that I would like to recommend to those who want to complete their own style that is more complete
4/1/2019,"아밤 2019 S/S 시즌의 새로운 백 모나미백(Mon ami Bag)입니다. 흔히 만날 수 없는 유니크한 디자인 모던함 가운데 경쾌한 무드까지 놓치지 않은 백이죠. 셔츠 드레스와 매치해도 좋고 의외로 캐주얼한 트레닝룩에도 잘 어울릴 거예요. 레더 스트랩을 제공해서 토트백과 숄더백으로 모두 사용할 수 있는 모나미백. 스타일링을 마치고 어떤 백을 선택해야 할지 고민 될 때 친한 친구처럼 자주 손이 가는 백이 되길 바래요.
",Mon ami Bag the new back of the Avam 2019 S/S season. Unique design modernity and cheerful mood. You can match your shirt dress and it will match your casual running look. Monamie bag which provides a ladder strap for use with both a tote bag and a shoulder bag. When you're thinking about which bag to choose after styling I hope you'll be like a close friend.
4/1/2019,"아밤 2019 S/S 시즌을 위한 첫 번째 백 캐롤린(Caloryn)입니다. 힘있는 직선으로 이루어진 셰이프와 견고하게 잘 만들어진 핸들 클래식한 엘리게이터 패턴 레더가 특징인 백으로 들면 들수록 제품의 퀄리티에 만족할 수 있을 것이라 자신합니다. 블랙 버건디 화이트 머스타드 모두 네 가지 컬러로 출시하며 가죽 스트랩과 더블 스트랩 2가지를 기본으로 제공해 활용도를 높였습니다. 트렌드보다 온전한 자신만의 스타일을 완성하고 싶은 이들에게 추천하고 싶은 아밤의 백입니다.
",Carolyn the first bag for the 2019 S/S season at night. With a powerful straight shape a well-made handle and a classic grille patterned ladder I'm confident that the more I lift it the more I'll be satisfied with the quality of the product. Black Burgundy White and Mustard all come in four colors with two standard leather straps and double straps for increased utilization. This is Abam's bag that I would like to recommend to those who want to complete their own style that is more complete
4/1/2019,"아밤 2019 S/S 시즌을 위한 첫 번째 백 캐롤린(Caloryn)입니다. 힘있는 직선으로 이루어진 셰이프와 견고하게 잘 만들어진 핸들 클래식한 엘리게이터 패턴 레더가 특징인 백으로 들면 들수록 제품의 퀄리티에 만족할 수 있을 것이라 자신합니다. 블랙 버건디 화이트 머스타드 모두 네 가지 컬러로 출시하며 가죽 스트랩과 더블 스트랩 2가지를 기본으로 제공해 활용도를 높였습니다. 트렌드보다 온전한 자신만의 스타일을 완성하고 싶은 이들에게 추천하고 싶은 아밤의 백입니다.
",Carolyn the first bag for the 2019 S/S season at night. With a powerful straight shape a well-made handle and a classic grille patterned ladder I'm confident that the more I lift it the more I'll be satisfied with the quality of the product. Black Burgundy White and Mustard all come in four colors with two standard leather straps and double straps for increased utilization. This is Abam's bag that I would like to recommend to those who want to complete their own style that is more complete
4/1/2019,"아밤 2019 S/S 시즌을 위한 첫 번째 백 캐롤린(Caloryn)입니다. 힘있는 직선으로 이루어진 셰이프와 견고하게 잘 만들어진 핸들 클래식한 엘리게이터 패턴 레더가 특징인 백으로 들면 들수록 제품의 퀄리티에 만족할 수 있을 것이라 자신합니다. 블랙 버건디 화이트 머스타드 모두 네 가지 컬러로 출시하며 가죽 스트랩과 더블 스트랩 2가지를 기본으로 제공해 활용도를 높였습니다. 트렌드보다 온전한 자신만의 스타일을 완성하고 싶은 이들에게 추천하고 싶은 아밤의 백입니다.
",Carolyn the first bag for the 2019 S/S season at night. With a powerful straight shape a well-made handle and a classic grille patterned ladder I'm confident that the more I lift it the more I'll be satisfied with the quality of the product. Black Burgundy White and Mustard all come in four colors with two standard leather straps and double straps for increased utilization. This is Abam's bag that I would like to recommend to those who want to complete their own style that is more complete
4/1/2019,"아밤 2019 S/S 시즌의 새로운 백 모나미백(Mon ami Bag)입니다. 흔히 만날 수 없는 유니크한 디자인 모던함 가운데 경쾌한 무드까지 놓치지 않은 백이죠. 셔츠 드레스와 매치해도 좋고 의외로 캐주얼한 트레닝룩에도 잘 어울릴 거예요. 레더 스트랩을 제공해서 토트백과 숄더백으로 모두 사용할 수 있는 모나미백. 스타일링을 마치고 어떤 백을 선택해야 할지 고민 될 때 친한 친구처럼 자주 손이 가는 백이 되길 바래요.
",Mon ami Bag the new back of the Avam 2019 S/S season. Unique design modernity and cheerful mood. You can match your shirt dress and it will match your casual running look. Monamie bag which provides a ladder strap for use with both a tote bag and a shoulder bag. When you're thinking about which bag to choose after styling I hope you'll be like a close friend.
